company_age_years,annual_revenue_lakhs,profit_margin_pct,monthly_burn_rate_lakhs,market_size_cr,team_size,sector,business_model,required_investment_lakhs,monthly_active_users,growth_rate_pct,investment_ready,recommended_investor_type,suggested_funding_range
18,62.34,-7.4,1.39,383.33,16,AgriTech,B2B2C,176.18,198196,-14.64,0,Angel,₹0–3L
8,10.06,3.86,1.38,96.78,68,E-commerce,B2B,10.0,73962,17.54,1,Angel,₹0–3L
8,44.07,5.18,8.25,211.27,26,E-commerce,B2C,41.97,125737,-12.32,0,Angel,₹0–3L
19,17.79,20.95,1.79,50.0,48,AgriTech,Marketplace,10.0,30750,-2.24,1,Angel,₹0–3L
15,16.23,-17.91,3.12,65.0,41,SaaS,Marketplace,12.4,46975,26.77,1,Angel,₹0–3L
12,144.85,2.05,17.5,405.27,38,E-commerce,Marketplace,466.74,181724,27.88,0,Seed Fund,₹3–15L
12,13.8,-13.12,1.0,116.38,71,E-commerce,Subscription,13.95,55530,14.52,1,Angel,₹0–3L
11,44.51,4.59,1.82,410.47,59,EdTech,B2C,107.66,309070,14.52,1,Angel,₹0–3L
19,35.33,2.34,6.48,140.5,11,SaaS,B2B,88.79,105445,2.23,1,Angel,₹0–3L
1,10.61,8.96,1.15,50.0,33,SaaS,Subscription,25.09,39412,-0.85,1,Angel,₹0–3L
3,77.89,0.76,17.91,277.12,83,HealthTech,Marketplace,161.42,208094,4.63,1,Angel,₹0–3L
6,32.22,-1.0,4.65,98.21,47,AgriTech,Subscription,59.79,35716,-12.79,0,Angel,₹0–3L
18,75.75,15.45,7.59,242.03,2,AI/ML,Subscription,124.51,172295,15.07,1,Angel,₹0–3L
2,57.37,13.47,5.75,151.06,4,SaaS,Marketplace,185.54,76270,11.86,1,Angel,₹0–3L
10,9.54,14.62,1.0,50.39,62,HealthTech,Marketplace,10.0,40081,-2.78,1,Angel,₹0–3L
18,20.35,5.88,3.19,166.5,57,AgriTech,B2B,10.0,89268,34.02,1,Angel,₹0–3L
13,167.66,1.18,25.8,690.46,16,AI/ML,B2C,314.53,398338,19.2,1,Angel,₹3–15L
16,18.6,6.58,3.79,209.58,58,AgriTech,B2B2C,25.25,118387,20.93,1,Angel,₹0–3L
4,21.54,14.02,1.43,142.56,79,E-commerce,B2B2C,34.6,65699,3.86,1,Angel,₹0–3L
13,38.68,-18.11,3.36,315.05,76,AgriTech,B2B2C,135.1,106333,8.47,1,Angel,₹0–3L
6,32.47,12.74,1.38,172.0,80,SaaS,B2B,90.29,128622,20.47,1,Angel,₹0–3L
11,15.28,11.71,1.34,171.86,53,FinTech,Subscription,47.49,120531,13.27,1,Angel,₹0–3L
16,5.0,8.75,1.0,69.12,35,SaaS,Marketplace,10.0,25558,34.76,1,Angel,₹0–3L
19,48.93,6.22,11.83,174.81,29,EdTech,B2C,52.18,120335,7.46,1,Angel,₹0–3L
17,80.76,-22.77,13.75,306.38,39,AI/ML,B2B2C,222.69,187784,0.53,0,Angel,₹0–3L
0,24.63,2.73,4.93,82.66,18,E-commerce,B2C,71.03,41708,19.74,1,Angel,₹0–3L
10,113.09,29.5,10.73,402.28,31,FinTech,B2C,232.94,171777,-6.51,1,Angel,₹0–3L
3,12.53,8.16,1.0,139.19,71,Entertainment,Marketplace,39.67,101586,24.54,1,Angel,₹0–3L
11,12.11,4.32,1.0,79.72,2,E-commerce,B2B,41.11,51827,-9.15,0,Angel,₹0–3L
4,28.45,8.21,2.25,298.37,2,SaaS,Marketplace,51.41,171226,20.26,1,Angel,₹0–3L
14,41.89,12.27,6.46,121.42,60,EdTech,B2B,42.42,73432,1.3,1,Angel,₹0–3L
19,78.65,15.93,7.75,252.56,31,SaaS,Subscription,153.75,87268,18.48,1,Angel,₹0–3L
2,14.58,5.26,3.17,121.0,2,SaaS,B2C,50.56,64970,24.05,1,Angel,₹0–3L
14,24.12,13.11,5.97,142.33,38,FinTech,B2B2C,29.84,56482,13.39,1,Angel,₹0–3L
7,81.41,28.14,8.06,209.66,34,AgriTech,B2C,185.33,84743,-5.65,1,Angel,₹0–3L
10,46.93,20.09,8.55,181.93,29,AI/ML,Marketplace,118.3,114735,-1.78,1,Angel,₹0–3L
11,16.52,36.09,2.83,50.0,57,AgriTech,B2B,16.27,37781,2.08,1,Angel,₹0–3L
2,9.65,0.12,1.0,67.7,6,AI/ML,Subscription,21.08,33978,-18.42,0,Angel,₹0–3L
5,35.14,28.12,8.12,284.46,40,SaaS,Subscription,45.9,114885,29.26,1,Angel,₹0–3L
7,43.89,-1.48,2.89,135.3,34,AgriTech,B2B,133.13,84478,11.53,1,Angel,₹0–3L
6,29.84,12.25,5.65,102.86,40,AI/ML,B2B,77.19,75664,-6.01,0,Angel,₹0–3L
16,16.53,16.79,1.65,57.34,2,AI/ML,B2B,48.68,38656,33.23,1,Angel,₹0–3L
15,16.97,1.87,1.77,69.7,26,Entertainment,Subscription,15.93,51185,-0.36,1,Angel,₹0–3L
16,12.36,9.06,1.54,50.0,40,FinTech,B2C,10.0,28413,14.51,1,Angel,₹0–3L
12,42.51,18.94,9.3,138.26,53,EdTech,B2C,128.46,93452,-0.8,1,Angel,₹0–3L
3,14.11,-0.52,1.0,97.62,86,FinTech,Subscription,21.69,36122,-20.32,0,Angel,₹0–3L
9,13.09,28.04,1.0,75.44,60,AI/ML,B2B2C,11.45,35770,-8.13,1,Angel,₹0–3L
15,50.24,-8.6,5.65,141.5,51,EdTech,Marketplace,29.85,70011,2.56,0,Angel,₹0–3L
18,30.27,31.28,1.0,191.48,71,HealthTech,Subscription,59.12,106395,26.08,1,Angel,₹0–3L
6,154.96,20.05,27.61,642.42,32,HealthTech,B2B2C,120.93,491152,16.87,1,Angel,₹0–3L
17,15.24,6.93,2.97,51.51,78,SaaS,Marketplace,32.21,37966,12.68,1,Angel,₹0–3L
12,133.65,3.2,28.95,334.14,67,AgriTech,B2C,351.14,122717,-19.88,0,Seed Fund,₹3–15L
3,59.35,1.93,11.34,293.29,28,Entertainment,B2B,119.42,113326,29.21,1,Angel,₹0–3L
17,17.19,6.37,3.97,86.02,88,FinTech,Marketplace,54.87,41190,13.89,1,Angel,₹0–3L
15,59.01,7.43,11.34,171.1,51,AI/ML,B2B,47.08,76204,8.83,1,Angel,₹0–3L
17,35.76,23.07,8.41,107.73,94,AgriTech,B2B2C,67.25,65435,28.91,1,Angel,₹0–3L
15,51.7,31.64,3.33,169.01,47,HealthTech,Subscription,42.51,126995,31.35,1,Angel,₹0–3L
8,90.54,10.42,12.22,426.83,25,HealthTech,Subscription,280.95,333418,28.19,1,Angel,₹3–15L
1,37.05,-2.14,9.21,226.77,20,SaaS,B2B,121.64,142138,6.12,0,Angel,₹0–3L
5,55.74,1.47,9.85,211.88,31,E-commerce,Marketplace,88.06,152359,-4.93,0,Angel,₹0–3L
5,39.17,5.81,8.7,109.81,25,E-commerce,Marketplace,50.07,61781,25.32,1,Angel,₹0–3L
5,18.87,-4.36,1.0,52.52,71,AgriTech,B2B2C,22.53,21225,-10.84,0,Angel,₹0–3L
13,11.28,-6.14,2.49,128.26,39,SaaS,Subscription,34.43,72127,38.7,0,Angel,₹0–3L
10,69.05,33.18,12.46,345.37,2,AgriTech,B2B,171.5,199467,13.19,1,Angel,₹0–3L
16,10.84,11.63,1.0,50.96,45,EdTech,B2C,33.79,34203,-4.94,0,Angel,₹0–3L
3,27.81,-1.99,1.0,70.91,43,EdTech,Subscription,18.8,29069,-8.64,0,Angel,₹0–3L
3,46.58,17.81,3.72,162.13,28,AI/ML,Subscription,84.93,78495,-7.68,1,Angel,₹0–3L
18,14.34,-6.14,3.31,74.5,46,HealthTech,B2B2C,35.34,35907,11.59,0,Angel,₹0–3L
15,5.04,-5.15,1.0,85.22,38,FinTech,Subscription,15.97,66447,9.47,0,Angel,₹0–3L
7,27.35,-1.63,6.33,110.33,55,FinTech,B2B2C,41.64,57589,-8.67,1,Angel,₹0–3L
18,5.0,27.86,1.0,57.06,54,E-commerce,B2B2C,10.0,38659,6.97,1,Angel,₹0–3L
19,25.67,4.97,6.04,75.05,49,SaaS,B2C,82.7,50687,-10.1,1,Angel,₹0–3L
0,76.1,-21.28,9.63,242.84,7,SaaS,Marketplace,34.41,105094,17.07,0,Angel,₹0–3L
3,12.55,22.52,1.0,59.43,92,SaaS,Subscription,23.03,34823,11.06,1,Angel,₹0–3L
11,10.01,4.33,1.0,50.0,2,EdTech,B2B2C,17.7,37357,4.68,1,Angel,₹0–3L
18,34.76,-14.18,8.64,95.49,36,AI/ML,B2B2C,26.68,51333,-10.5,0,Angel,₹0–3L
1,37.4,4.21,3.62,247.74,12,SaaS,Marketplace,58.49,191391,5.85,1,Angel,₹0–3L
5,17.73,14.26,1.01,129.3,49,E-commerce,Marketplace,46.33,52655,4.97,1,Angel,₹0–3L
19,40.6,12.86,1.0,107.21,43,E-commerce,B2B2C,59.85,36138,15.84,1,Angel,₹0–3L
2,51.02,29.59,4.37,153.09,35,AI/ML,Subscription,65.86,114166,14.97,1,Angel,₹0–3L
2,16.86,-2.23,3.79,50.0,77,AI/ML,Subscription,47.25,36192,21.7,0,Angel,₹0–3L
0,24.83,8.57,3.55,209.83,67,AgriTech,Subscription,86.0,167085,3.45,1,Angel,₹0–3L
8,19.44,-0.39,3.22,194.11,31,HealthTech,Marketplace,54.32,124168,-17.94,0,Angel,₹0–3L
6,6.59,-10.5,1.53,111.44,60,SaaS,Subscription,19.82,85624,23.99,1,Angel,₹0–3L
8,39.9,18.64,5.5,300.11,79,AI/ML,Subscription,131.94,214120,-2.49,0,Angel,₹0–3L
0,21.64,13.56,4.6,67.41,67,AI/ML,Subscription,62.0,48682,-5.47,1,Angel,₹0–3L
7,43.8,11.42,4.14,326.86,36,Entertainment,Marketplace,150.56,191073,10.3,1,Angel,₹0–3L
17,50.47,13.13,12.35,165.36,2,E-commerce,B2B,135.82,81223,15.63,1,Angel,₹0–3L
2,16.2,-0.22,1.0,117.26,48,E-commerce,B2B,39.16,89972,2.02,1,Angel,₹0–3L
16,27.57,-4.06,5.15,146.36,56,FinTech,Subscription,69.44,75531,1.58,0,Angel,₹0–3L
6,54.26,8.47,9.33,137.68,20,AgriTech,B2B,172.56,78394,4.84,1,Angel,₹0–3L
10,47.31,21.95,3.03,348.7,40,FinTech,Subscription,117.6,182387,33.08,1,Angel,₹0–3L
4,12.69,27.3,1.39,69.85,37,FinTech,Marketplace,34.73,40680,12.23,1,Angel,₹0–3L
12,13.52,17.55,1.24,87.03,74,AI/ML,Subscription,13.4,46582,-3.06,1,Angel,₹0–3L
10,27.09,8.36,1.13,306.56,86,HealthTech,B2C,87.24,99320,-3.67,1,Angel,₹0–3L
2,21.66,11.24,3.35,97.82,69,E-commerce,B2B2C,37.5,72486,7.17,1,Angel,₹0–3L
12,50.89,8.15,12.65,278.77,37,EdTech,Marketplace,41.49,145570,14.25,1,Angel,₹0–3L
19,142.99,-4.28,21.26,487.65,68,SaaS,B2C,408.84,289896,16.9,1,Seed Fund,₹3–15L
5,37.66,8.31,5.48,112.03,56,SaaS,B2C,54.25,41404,12.55,0,Angel,₹0–3L
14,57.5,-8.0,1.68,239.12,38,HealthTech,B2B2C,51.13,72140,-3.3,1,Angel,₹0–3L
1,5.0,6.51,1.0,66.18,92,AgriTech,B2C,10.0,27971,4.18,1,Angel,₹0–3L
1,67.11,27.65,9.26,251.72,21,SaaS,B2B2C,27.64,164194,23.31,1,Angel,₹0–3L
13,11.84,17.88,2.92,170.65,55,EdTech,Subscription,10.0,59657,-5.7,1,Angel,₹0–3L
1,54.92,-3.06,12.17,206.67,60,AgriTech,Marketplace,120.62,155921,2.76,1,Angel,₹0–3L
4,27.37,7.14,2.69,94.45,32,SaaS,Marketplace,84.07,38490,19.56,1,Angel,₹0–3L
15,5.96,-2.01,1.0,50.0,53,AI/ML,Marketplace,10.34,20114,22.96,1,Angel,₹0–3L
7,71.09,7.27,10.46,211.09,63,Entertainment,B2B2C,163.74,82483,7.71,1,Angel,₹0–3L
7,18.44,20.5,3.28,50.0,46,AgriTech,B2B2C,53.32,15349,5.54,1,Angel,₹0–3L
10,39.76,15.85,7.09,118.85,51,Entertainment,B2C,57.33,81518,-8.51,1,Angel,₹0–3L
12,44.97,37.82,9.07,286.81,42,SaaS,Marketplace,107.65,211528,21.04,1,Angel,₹0–3L
14,43.34,22.32,1.12,169.75,59,EdTech,B2C,61.6,103052,31.64,1,Angel,₹0–3L
3,214.88,10.5,50.94,580.47,34,AgriTech,Subscription,506.41,228763,49.35,1,Seed Fund,₹3–15L
7,49.35,16.14,1.78,304.17,32,AgriTech,B2C,49.17,134636,17.14,1,Angel,₹0–3L
15,31.65,5.58,4.1,93.9,40,FinTech,Marketplace,108.52,50516,9.7,1,Angel,₹0–3L
15,8.07,-5.53,1.87,151.28,69,AgriTech,B2B2C,10.0,117569,-4.26,0,Angel,₹0–3L
9,7.36,23.67,1.0,143.57,2,E-commerce,B2C,14.11,60828,-16.21,1,Angel,₹0–3L
1,15.79,20.11,1.0,50.0,17,HealthTech,B2C,19.21,33291,14.33,1,Angel,₹0–3L
17,24.32,5.11,1.77,76.84,96,FinTech,B2B2C,54.06,39935,45.68,1,Angel,₹0–3L
15,32.69,11.3,5.0,100.23,46,E-commerce,B2B2C,54.61,44995,30.0,1,Angel,₹0–3L
3,18.78,22.9,1.0,50.0,29,SaaS,Marketplace,24.06,26397,28.66,1,Angel,₹0–3L
19,14.0,18.16,1.64,153.43,59,AgriTech,Subscription,15.41,51491,15.2,1,Angel,₹0–3L
18,16.36,-9.55,1.57,124.67,20,SaaS,Marketplace,14.46,87185,14.6,0,Angel,₹0–3L
7,18.32,10.93,3.8,50.0,2,FinTech,B2C,51.38,21082,-25.45,0,Angel,₹0–3L
19,22.06,5.99,1.0,196.95,48,HealthTech,Marketplace,22.31,130519,21.94,1,Angel,₹0–3L
7,70.74,21.37,12.52,244.96,21,AI/ML,Marketplace,196.33,81860,3.09,1,Angel,₹0–3L
13,41.0,20.38,4.65,173.98,42,EdTech,B2B2C,75.94,135275,1.17,0,Angel,₹0–3L
15,9.36,23.83,1.45,118.29,48,Entertainment,Subscription,10.0,46903,7.14,1,Angel,₹0–3L
5,33.64,-5.41,2.26,224.53,43,AI/ML,Subscription,27.9,166460,4.19,0,Angel,₹0–3L
17,55.46,-1.4,8.89,238.93,2,AgriTech,Marketplace,175.11,168379,-0.88,0,Angel,₹0–3L
7,64.11,21.39,11.22,184.05,40,AgriTech,B2B2C,142.9,144278,11.99,1,Angel,₹0–3L
18,24.8,0.91,1.0,83.33,51,SaaS,B2B2C,22.07,44908,1.7,1,Angel,₹0–3L
3,48.21,-10.25,10.1,180.12,4,EdTech,B2C,123.04,119545,10.65,0,Angel,₹0–3L
3,76.63,14.41,16.71,342.69,2,EdTech,B2B,224.87,166328,-11.11,1,Angel,₹0–3L
6,15.11,1.44,1.0,97.74,13,SaaS,B2C,20.51,38333,6.91,1,Angel,₹0–3L
7,59.13,29.49,9.39,644.55,58,AgriTech,B2C,123.05,336159,-3.99,1,Angel,₹0–3L
8,19.84,11.56,3.11,102.73,2,HealthTech,B2C,24.59,39330,1.34,1,Angel,₹0–3L
0,9.11,9.93,1.0,151.82,60,HealthTech,B2B,10.0,120091,12.98,1,Angel,₹0–3L
16,11.48,3.57,1.13,92.69,49,AI/ML,B2B2C,18.12,32267,-13.76,1,Angel,₹0–3L
6,34.94,27.1,8.49,173.52,33,E-commerce,B2B2C,94.5,103175,-0.08,1,Angel,₹0–3L
19,9.83,12.31,1.45,50.0,2,Entertainment,Subscription,17.37,30661,19.56,1,Angel,₹0–3L
9,6.63,3.1,1.56,101.27,20,E-commerce,Subscription,10.59,57625,-10.94,0,Angel,₹0–3L
0,17.7,-1.52,3.1,69.1,59,AI/ML,Marketplace,26.04,43606,36.54,0,Angel,₹0–3L
17,39.55,7.13,1.05,163.16,71,SaaS,Marketplace,69.94,58426,28.66,1,Angel,₹0–3L
13,23.02,-3.73,1.0,297.71,14,EdTech,Marketplace,30.35,171929,2.27,0,Angel,₹0–3L
18,88.67,20.37,16.5,233.27,68,SaaS,Subscription,200.3,103480,-0.11,1,Angel,₹0–3L
17,5.0,-13.7,1.0,50.0,57,HealthTech,Subscription,10.0,38504,11.89,0,Angel,₹0–3L
12,216.44,6.38,10.66,619.83,39,AI/ML,B2C,624.14,422127,-11.18,1,Seed Fund,₹3–15L
6,9.14,15.32,1.47,182.49,21,E-commerce,B2B2C,10.0,143484,-18.76,0,Angel,₹0–3L
1,30.92,12.11,6.38,86.18,25,EdTech,Subscription,71.96,27472,4.12,1,Angel,₹0–3L
6,9.43,-0.61,1.82,165.67,85,E-commerce,B2B,16.4,73319,7.94,1,Angel,₹0–3L
9,52.93,15.94,4.06,167.89,44,EdTech,B2C,146.88,66773,12.74,1,Angel,₹0–3L
16,16.43,-2.63,1.3,93.06,73,E-commerce,B2B,48.37,28435,0.56,0,Angel,₹0–3L
4,52.57,7.74,12.75,170.47,46,AgriTech,B2B,50.12,71794,29.75,1,Angel,₹0–3L
8,18.49,15.83,4.14,97.01,28,FinTech,B2B2C,45.62,62024,-11.11,1,Angel,₹0–3L
3,8.37,13.56,1.0,111.83,54,EdTech,B2B,10.0,46468,-5.94,1,Angel,₹0–3L
19,29.25,-0.09,6.13,91.8,93,EdTech,B2B,20.38,50902,17.29,1,Angel,₹0–3L
14,5.0,22.37,1.0,54.44,23,SaaS,B2B,16.38,40499,-5.56,0,Angel,₹0–3L
13,61.27,9.06,4.0,164.36,62,EdTech,B2B,50.61,106323,-7.25,1,Angel,₹0–3L
17,15.17,16.92,1.0,223.57,44,FinTech,B2C,15.62,111182,13.26,1,Angel,₹0–3L
9,46.34,26.36,1.86,212.81,3,FinTech,B2C,33.23,103477,-3.61,1,Angel,₹0–3L
15,79.85,21.43,17.29,263.47,3,SaaS,B2B2C,144.12,139078,9.79,1,Angel,₹0–3L
19,34.95,21.45,5.35,186.24,28,E-commerce,B2B2C,113.32,72358,1.29,1,Angel,₹0–3L
9,12.88,10.32,1.02,102.22,48,HealthTech,B2B,14.75,63067,-2.07,1,Angel,₹0–3L
8,84.33,17.55,18.15,267.14,61,SaaS,Marketplace,171.52,128780,-20.07,1,Angel,₹0–3L
15,18.62,10.57,3.81,57.38,2,AgriTech,B2B,30.1,41670,12.97,1,Angel,₹0–3L
4,29.46,-6.5,1.27,79.01,56,E-commerce,B2B,40.52,53588,-9.25,0,Angel,₹0–3L
18,13.73,11.64,2.31,75.57,37,EdTech,B2B2C,29.25,45739,8.45,1,Angel,₹0–3L
0,71.81,11.09,13.36,316.09,40,EdTech,Subscription,149.98,152389,3.24,0,Angel,₹0–3L
0,50.85,15.02,9.39,287.13,54,AgriTech,B2B2C,73.73,116279,8.15,1,Angel,₹0–3L
4,29.22,6.47,5.44,208.75,83,SaaS,B2C,88.3,143632,8.29,1,Angel,₹0–3L
6,98.33,-1.11,5.8,314.3,47,E-commerce,B2B2C,46.23,170729,12.81,1,Angel,₹0–3L
14,13.54,15.88,1.25,80.2,6,AI/ML,Subscription,10.0,33071,0.41,1,Angel,₹0–3L
10,37.86,-7.75,8.11,189.43,35,HealthTech,B2B,131.39,75314,27.99,0,Angel,₹0–3L
11,26.01,25.51,5.89,135.96,61,FinTech,Subscription,70.03,52032,-15.58,1,Angel,₹0–3L
16,80.39,5.24,6.77,268.49,62,HealthTech,B2B2C,230.94,184877,7.04,1,Angel,₹0–3L
16,50.83,10.96,1.29,136.91,56,AI/ML,Marketplace,113.27,56749,23.46,1,Angel,₹0–3L
16,32.12,14.71,6.99,113.36,27,E-commerce,B2C,52.79,63856,18.38,1,Angel,₹0–3L
3,46.61,15.1,4.97,216.73,5,Entertainment,Subscription,107.83,113948,-3.36,1,Angel,₹0–3L
1,88.44,-8.89,8.47,274.05,54,SaaS,B2B2C,52.74,161637,-2.86,0,Angel,₹0–3L
9,25.5,17.9,2.55,92.96,9,E-commerce,B2B,69.49,68657,-3.61,1,Angel,₹0–3L
4,10.13,11.64,1.17,142.2,57,Entertainment,B2B2C,20.56,104358,19.96,1,Angel,₹0–3L
9,5.91,0.38,1.0,70.75,57,EdTech,B2B,19.85,37179,-1.07,0,Angel,₹0–3L
9,5.0,-0.99,1.0,50.0,28,AgriTech,Marketplace,11.7,15384,13.74,1,Angel,₹0–3L
10,35.84,4.0,1.37,170.77,37,Entertainment,B2C,28.15,87643,14.3,1,Angel,₹0–3L
9,77.06,-7.57,18.76,227.29,44,E-commerce,Subscription,140.88,137078,44.9,1,Angel,₹0–3L
10,28.45,28.67,6.7,178.3,24,AI/ML,B2B2C,13.8,103212,17.09,1,Angel,₹0–3L
5,9.22,25.84,2.17,50.0,5,E-commerce,B2B2C,24.77,31283,-0.01,0,Angel,₹0–3L
9,42.76,13.43,9.5,116.09,39,SaaS,Subscription,81.49,43772,-10.78,0,Angel,₹0–3L
7,17.15,5.32,2.95,50.0,41,E-commerce,B2B,25.43,31163,6.31,0,Angel,₹0–3L
10,109.47,5.66,7.76,387.14,74,AI/ML,B2C,372.13,151498,8.69,1,Seed Fund,₹0–3L
19,9.95,17.1,1.0,69.39,20,Entertainment,Marketplace,32.93,46857,-21.74,1,Angel,₹0–3L
18,32.51,29.1,1.39,357.37,66,FinTech,Subscription,108.87,167802,1.72,1,Angel,₹0–3L
6,16.01,1.16,1.51,287.75,11,Entertainment,B2C,16.12,188464,14.56,1,Angel,₹0–3L
11,6.91,-5.41,1.0,79.01,6,HealthTech,B2B2C,18.18,25594,1.56,0,Angel,₹0–3L
5,10.24,26.57,2.54,67.16,32,SaaS,B2C,34.04,33843,26.74,1,Angel,₹0–3L
11,46.11,-13.43,5.54,189.66,16,E-commerce,Marketplace,98.07,123759,-14.49,0,Angel,₹0–3L
4,5.95,-4.1,1.0,82.19,6,HealthTech,B2C,10.0,33978,19.81,1,Angel,₹0–3L
12,15.58,5.04,2.8,159.45,88,HealthTech,B2B2C,45.43,111240,24.13,1,Angel,₹0–3L
16,12.0,-10.72,1.0,105.85,28,EdTech,Marketplace,37.39,65138,23.45,1,Angel,₹0–3L
8,13.56,21.35,3.18,50.0,97,FinTech,Marketplace,34.58,29689,-11.71,1,Angel,₹0–3L
19,13.28,18.29,1.88,50.0,15,HealthTech,Marketplace,16.45,23838,16.24,1,Angel,₹0–3L
16,42.23,1.11,3.53,173.93,2,EdTech,B2B2C,38.43,94137,0.06,0,Angel,₹0–3L
18,13.79,23.36,3.24,100.17,72,Entertainment,B2B,31.69,59971,-9.15,1,Angel,₹0–3L
18,18.13,25.4,2.97,100.77,21,AI/ML,B2B2C,33.44,54035,5.91,1,Angel,₹0–3L
7,20.25,6.65,2.66,241.56,43,AI/ML,B2B,49.42,156808,-3.02,1,Angel,₹0–3L
7,43.62,2.6,6.69,337.45,6,AI/ML,B2B,28.68,174409,24.03,1,Angel,₹0–3L
14,44.66,35.13,8.58,122.64,39,AgriTech,B2B2C,32.82,49193,20.62,1,Angel,₹0–3L
6,45.94,16.67,2.55,116.93,5,AgriTech,B2C,67.13,47586,-5.9,0,Angel,₹0–3L
5,58.28,11.09,12.76,210.63,38,SaaS,B2B2C,65.74,63800,0.06,1,Angel,₹0–3L
15,21.29,24.37,5.12,57.41,28,AI/ML,Marketplace,48.58,25860,6.32,1,Angel,₹0–3L
7,47.71,11.64,7.18,173.51,45,AI/ML,B2C,70.42,117022,9.88,1,Angel,₹0–3L
2,13.46,1.94,2.38,218.4,55,EdTech,Subscription,33.49,152241,25.26,1,Angel,₹0–3L
9,95.3,8.99,20.75,238.93,46,Entertainment,Subscription,263.04,95865,21.11,1,Angel,₹0–3L
9,5.0,20.47,1.0,50.0,51,FinTech,Subscription,10.0,38976,12.48,1,Angel,₹0–3L
18,25.17,-15.9,6.25,87.1,37,FinTech,Marketplace,81.62,48009,4.77,0,Angel,₹0–3L
1,11.11,4.55,1.96,80.26,29,EdTech,Marketplace,31.33,60872,-16.22,0,Angel,₹0–3L
8,29.79,24.6,3.5,159.16,51,EdTech,B2B,68.7,103993,31.43,1,Angel,₹0–3L
0,57.37,1.87,10.08,207.79,37,AgriTech,Marketplace,184.06,137393,3.45,1,Angel,₹0–3L
9,85.8,26.57,12.01,423.14,38,E-commerce,B2B,98.74,144933,35.54,1,Angel,₹0–3L
17,14.45,24.98,1.0,104.95,49,HealthTech,Subscription,23.84,43030,15.02,1,Angel,₹0–3L
0,17.5,7.22,3.55,104.76,14,AgriTech,B2B2C,10.05,31890,40.98,1,Angel,₹0–3L
11,56.27,1.19,8.43,331.88,75,SaaS,B2B2C,99.02,218397,19.19,1,Angel,₹0–3L
4,70.46,4.57,14.31,182.66,33,AgriTech,Marketplace,135.32,86253,-11.1,0,Angel,₹0–3L
10,118.77,40.01,6.61,360.45,43,Entertainment,Subscription,269.78,249910,4.12,1,Angel,₹0–3L
19,38.24,30.5,5.5,181.66,38,AI/ML,Subscription,19.31,85281,10.0,1,Angel,₹0–3L
13,7.92,9.51,1.55,66.02,56,AgriTech,B2B,10.0,46855,-2.31,1,Angel,₹0–3L
14,19.49,0.71,4.82,58.37,48,AgriTech,B2B,32.03,21325,4.4,0,Angel,₹0–3L
1,5.26,9.41,1.18,50.1,38,HealthTech,Subscription,10.0,19371,-9.72,0,Angel,₹0–3L
3,29.17,10.93,6.38,235.91,76,Entertainment,Marketplace,79.59,110979,11.0,1,Angel,₹0–3L
18,60.74,-6.91,4.67,341.05,2,E-commerce,Marketplace,148.21,171970,12.99,0,Angel,₹0–3L
12,193.96,9.01,41.26,541.61,71,Entertainment,Subscription,260.42,256915,-4.31,0,Angel,₹3–15L
18,25.74,23.88,1.52,267.78,63,SaaS,B2B2C,11.49,182580,41.09,1,Angel,₹0–3L
12,31.08,-13.58,2.04,334.95,2,FinTech,B2B2C,27.47,116722,9.82,1,Angel,₹0–3L
11,22.04,17.92,1.0,98.89,63,SaaS,B2B,55.4,47032,-0.76,1,Angel,₹0–3L
1,9.69,24.5,2.11,66.06,66,AI/ML,Subscription,33.62,47469,-12.4,1,Angel,₹0–3L
4,67.02,1.29,3.01,269.09,54,AgriTech,B2B2C,90.12,89715,11.01,1,Angel,₹0–3L
17,41.37,28.34,2.14,198.82,2,Entertainment,Marketplace,118.58,153320,8.45,1,Angel,₹0–3L
18,32.36,-0.28,2.48,160.01,57,Entertainment,B2C,99.49,126910,21.72,1,Angel,₹0–3L
2,17.36,13.3,2.63,194.64,65,Entertainment,B2C,10.0,67012,8.96,1,Angel,₹0–3L
3,18.49,4.32,4.11,186.09,25,AgriTech,Subscription,59.76,82928,-7.55,0,Angel,₹0–3L
17,122.99,4.35,14.29,364.55,51,FinTech,B2B,220.38,177245,35.42,1,Angel,₹0–3L
11,132.29,0.63,19.27,367.41,31,EdTech,B2C,447.88,252852,16.59,0,Seed Fund,₹3–15L
2,28.7,16.39,1.67,217.23,62,SaaS,Marketplace,58.08,129895,7.55,1,Angel,₹0–3L
10,24.07,18.19,1.95,268.29,32,HealthTech,Marketplace,25.33,166924,13.99,1,Angel,₹0–3L
13,14.61,7.23,1.0,212.69,25,FinTech,Marketplace,49.95,144365,17.71,1,Angel,₹0–3L
2,28.25,-8.31,3.23,107.47,39,E-commerce,B2C,30.47,38579,-12.13,1,Angel,₹0–3L
4,75.71,12.86,11.79,252.04,6,FinTech,B2B2C,236.5,180614,13.44,1,Angel,₹0–3L
6,10.09,13.07,1.0,55.92,36,AI/ML,Marketplace,10.0,36502,4.34,1,Angel,₹0–3L
19,89.35,5.42,19.17,310.36,49,Entertainment,B2B,219.73,182698,18.06,1,Angel,₹0–3L
16,19.27,30.41,4.73,64.32,61,AI/ML,Subscription,31.14,47908,1.43,1,Angel,₹0–3L
18,68.41,-10.75,3.26,181.28,46,HealthTech,Subscription,233.31,117862,0.03,0,Angel,₹0–3L
